crm_id,deal_name,company_name,stage,amount,days_stalled,rep_touchpoints,client_engagement_index,calculated_flight_risk,predicted_cycle_days,est_days_left,flight_risk_pct,crm_source
507578299593,"Baker, Clark and Armstrong - Q3 License","Baker, Clark and Armstrong",appointmentscheduled,44700.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507585233093,"Fowler, Jimenez and Burton - Q3 License","Fowler, Jimenez and Burton",decisionmakerboughtin,350000.0,1,0,0.48,3.2,8.0,7.0,3.2,hubspot
507604326627,May-Turner - Q3 License,May-Turner,qualifiedtobuy,5600.0,1,0,0.48,21.8,8.0,7.0,21.8,hubspot
507516800231,Edwards Ltd - Q3 License,Edwards Ltd,qualifiedtobuy,28700.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507475146963,Gross-Valencia - Q3 License,Gross-Valencia,qualifiedtobuy,21200.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507532214497,Anderson-Wood - Q3 License,Anderson-Wood,appointmentscheduled,18800.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507520264438,"Rodriguez, Allen and Martinez - Q3 License","Rodriguez, Allen and Martinez",qualifiedtobuy,38700.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507511348427,Wright-Davis - Q3 License,Wright-Davis,contractsent,8800.0,1,0,0.48,11.1,9.0,8.0,11.1,hubspot
507507790021,Dougherty-Lin - Q3 License,Dougherty-Lin,presentationscheduled,54200.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507604327618,Li PLC - Q3 License,Li PLC,qualifiedtobuy,12000.0,1,0,0.48,2.5,8.0,7.0,2.5,hubspot
507447508204,"Edwards, Hines and Jimenez - Q3 License","Edwards, Hines and Jimenez",contractsent,20700.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507504038128,"Owens, Koch and Jimenez - Q3 License","Owens, Koch and Jimenez",presentationscheduled,81300.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507485989074,Landry PLC - Q3 License,Landry PLC,presentationscheduled,19400.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507572932808,Levy-Lewis - Q3 License,Levy-Lewis,qualifiedtobuy,39600.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507485989080,Williams-Campbell - Q3 License,Williams-Campbell,presentationscheduled,16600.0,1,0,0.48,3.5,8.0,7.0,3.5,hubspot
507528687840,"Khan, Pena and Ruiz - Q3 License","Khan, Pena and Ruiz",presentationscheduled,54500.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507562402010,Williams-Williams - Q3 License,Williams-Williams,qualifiedtobuy,25800.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507581875407,"Lee, Tran and Jones - Q3 License","Lee, Tran and Jones",appointmentscheduled,50800.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507578301632,"Cole, Pierce and Bryan - Q3 License","Cole, Pierce and Bryan",presentationscheduled,32200.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507507791043,"Becker, Wilson and Hester - Q3 License","Becker, Wilson and Hester",presentationscheduled,83800.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507604327651,Brooks-Hatfield - Q3 License,Brooks-Hatfield,appointmentscheduled,16700.0,1,0,0.48,3.5,8.0,7.0,3.5,hubspot
507511348470,"Barry, Taylor and Velazquez - Q3 License","Barry, Taylor and Velazquez",appointmentscheduled,32000.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507580071155,"Patel, Erickson and Evans - Q3 License","Patel, Erickson and Evans",presentationscheduled,35300.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507544429762,Richardson Ltd - Q3 License,Richardson Ltd,presentationscheduled,105100.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507578301659,Robles-Swanson - Q3 License,Robles-Swanson,presentationscheduled,59600.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507502228673,"Soto, Carlson and Baker - Q3 License","Soto, Carlson and Baker",qualifiedtobuy,20700.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507487774919,"Patton, Parsons and Lane - Q3 License","Patton, Parsons and Lane",presentationscheduled,14600.0,1,0,0.48,3.6,8.0,7.0,3.6,hubspot
507478774989,"Williams, Castillo and Warren - Q3 License","Williams, Castillo and Warren",decisionmakerboughtin,63800.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507585238261,"Harvey, Randall and Hernandez - Q3 License","Harvey, Randall and Hernandez",appointmentscheduled,59900.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507528689887,Smith LLC - Q3 License,Smith LLC,contractsent,18300.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507507791068,Hernandez-Vaughn - Q3 License,Hernandez-Vaughn,decisionmakerboughtin,24700.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507581877460,Shaw-Carr - Q3 License,Shaw-Carr,appointmentscheduled,8000.0,1,0,0.48,10.1,8.0,7.0,10.1,hubspot
507562404076,Salas-Fitzgerald - Q3 License,Salas-Fitzgerald,decisionmakerboughtin,21700.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507580072130,Thornton PLC - Q3 License,Thornton PLC,appointmentscheduled,66000.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507494943953,Hoffman Ltd - Q3 License,Hoffman Ltd,appointmentscheduled,20500.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507487774939,Fox-Edwards - Q3 License,Fox-Edwards,presentationscheduled,49600.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507485990120,Stevens PLC - Q3 License,Stevens PLC,presentationscheduled,25500.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507516802258,Payne-Lowe - Q3 License,Payne-Lowe,decisionmakerboughtin,38500.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507516802261,"Becker, Lara and Baker - Q3 License","Becker, Lara and Baker",appointmentscheduled,11900.0,1,0,0.48,3.4,8.0,7.0,3.4,hubspot
507562405051,Lee-Wright - Q3 License,Lee-Wright,presentationscheduled,31800.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507572932853,"Evans, David and Hendrix - Q3 License","Evans, David and Hendrix",appointmentscheduled,5000.0,1,0,0.48,15.7,8.0,7.0,15.7,hubspot
507528689907,Stewart-Bailey - Q3 License,Stewart-Bailey,decisionmakerboughtin,8100.0,1,0,0.48,10.1,8.0,7.0,10.1,hubspot
507475147997,"Hill, Martinez and Rhodes - Q3 License","Hill, Martinez and Rhodes",contractsent,78000.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507580072146,Huang-Foster - Q3 License,Huang-Foster,qualifiedtobuy,55400.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507604328653,Blevins-Ballard - Q3 License,Blevins-Ballard,appointmentscheduled,43200.0,1,0,0.48,4.0,9.0,8.0,4.0,hubspot
507518461146,"Scott, Mendoza and Harris - Q3 License","Scott, Mendoza and Harris",qualifiedtobuy,13900.0,1,0,0.48,3.6,9.0,8.0,3.6,hubspot
507549859043,"Nelson, Hoffman and Nelson - Q3 License","Nelson, Hoffman and Nelson",presentationscheduled,120300.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507581877486,Sanchez Ltd - Q3 License,Sanchez Ltd,decisionmakerboughtin,62700.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507475148994,"Perez, Hall and Garcia - Q3 License","Perez, Hall and Garcia",appointmentscheduled,24600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507576387820,Santos-Avila - Q3 License,Santos-Avila,presentationscheduled,12300.0,1,0,0.48,2.5,8.0,7.0,2.5,hubspot
507476907216,Morris-Brewer - Q3 License,Morris-Brewer,qualifiedtobuy,15400.0,1,0,0.48,3.5,8.0,7.0,3.5,hubspot
507541015749,Pearson and Sons - Q3 License,Pearson and Sons,appointmentscheduled,18300.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507518461156,"Rodgers, Jefferson and Johnson - Q3 License","Rodgers, Jefferson and Johnson",appointmentscheduled,19500.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507551543538,Osborn Group - Q3 License,Osborn Group,contractsent,79100.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507447510208,Lopez-Curry - Q3 License,Lopez-Curry,qualifiedtobuy,24200.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507494944988,Mcdowell-Smith - Q3 License,Mcdowell-Smith,appointmentscheduled,39400.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507502230731,"Morrison, Hebert and Rogers - Q3 License","Morrison, Hebert and Rogers",contractsent,18800.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507491302622,Hays-Daniels - Q3 License,Hays-Daniels,decisionmakerboughtin,6900.0,1,0,0.48,14.8,8.0,7.0,14.8,hubspot
507544430798,Small-Anderson - Q3 License,Small-Anderson,presentationscheduled,36900.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507555164386,"Mcdonald, Lee and Rodriguez - Q3 License","Mcdonald, Lee and Rodriguez",qualifiedtobuy,6400.0,1,0,0.48,22.8,8.0,7.0,22.8,hubspot
507458371807,Simon Ltd - Q3 License,Simon Ltd,qualifiedtobuy,28100.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507544430807,Higgins-Smith - Q3 License,Higgins-Smith,contractsent,10000.0,1,0,0.48,3.4,9.0,8.0,3.4,hubspot
507535733951,Wilcox-Robertson - Q3 License,Wilcox-Robertson,appointmentscheduled,61600.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507565882567,Morales Inc - Q3 License,Morales Inc,decisionmakerboughtin,32400.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507487776969,Holden Group - Q3 License,Holden Group,presentationscheduled,81700.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507578303716,Boyle-Smith - Q3 License,Boyle-Smith,presentationscheduled,15100.0,1,0,0.48,3.9,8.0,7.0,3.9,hubspot
507452896486,Young-Molina - Q3 License,Young-Molina,qualifiedtobuy,45900.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507473276122,"Young, Contreras and Marshall - Q3 License","Young, Contreras and Marshall",presentationscheduled,36700.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507581878499,Sullivan PLC - Q3 License,Sullivan PLC,presentationscheduled,82300.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507565882580,"Carrillo, Vaughn and Fowler - Q3 License","Carrillo, Vaughn and Fowler",qualifiedtobuy,53400.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507507794153,Richardson-Walker - Q3 License,Richardson-Walker,appointmentscheduled,37500.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507469637870,Mendoza Group - Q3 License,Mendoza Group,appointmentscheduled,7900.0,1,0,0.48,10.1,8.0,7.0,10.1,hubspot
507564130533,Todd-Pham - Q3 License,Todd-Pham,appointmentscheduled,27000.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507576388813,Gill Ltd - Q3 License,Gill Ltd,contractsent,32000.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507485992142,"Marks, Miller and Griffin - Q3 License","Marks, Miller and Griffin",qualifiedtobuy,12000.0,1,0,0.48,2.5,8.0,7.0,2.5,hubspot
507475149043,"Cox, Stark and Rodriguez - Q3 License","Cox, Stark and Rodriguez",presentationscheduled,204700.0,1,0,0.48,3.2,7.0,6.0,3.2,hubspot
507518462157,"Leach, Harris and Herrera - Q3 License","Leach, Harris and Herrera",presentationscheduled,100000.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507473276146,Murphy PLC - Q3 License,Murphy PLC,qualifiedtobuy,48100.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507565882594,Wilson-Harris - Q3 License,Wilson-Harris,appointmentscheduled,31500.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507478777030,"Burns, Nolan and Griffin - Q3 License","Burns, Nolan and Griffin",qualifiedtobuy,25100.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507572934873,Chavez PLC - Q3 License,Chavez PLC,contractsent,13900.0,1,0,0.48,3.6,9.0,8.0,3.6,hubspot
507549860075,Bryant-Brown - Q3 License,Bryant-Brown,contractsent,31600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507564130546,Chambers-Parker - Q3 License,Chambers-Parker,qualifiedtobuy,36500.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507473277114,Foster Inc - Q3 License,Foster Inc,presentationscheduled,11000.0,1,0,0.48,2.4,8.0,7.0,2.4,hubspot
507565882605,"Brown, Mcknight and Michael - Q3 License","Brown, Mcknight and Michael",qualifiedtobuy,26300.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507485992162,Andersen Group - Q3 License,Andersen Group,appointmentscheduled,6500.0,1,0,0.48,22.8,8.0,7.0,22.8,hubspot
507585241277,Cannon Ltd - Q3 License,Cannon Ltd,qualifiedtobuy,21400.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507583584448,"Stuart, Brooks and Vance - Q3 License","Stuart, Brooks and Vance",qualifiedtobuy,134600.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507516805309,Kane-Knox - Q3 License,Kane-Knox,qualifiedtobuy,46400.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507539152072,Miller-Brandt - Q3 License,Miller-Brandt,appointmentscheduled,10200.0,1,0,0.48,2.4,9.0,8.0,2.4,hubspot
507502231740,"Anderson, Dalton and Wilson - Q3 License","Anderson, Dalton and Wilson",decisionmakerboughtin,43900.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507500555463,"Long, Anderson and Irwin - Q3 License","Long, Anderson and Irwin",appointmentscheduled,8600.0,1,0,0.48,11.1,9.0,8.0,11.1,hubspot
507555165402,Avila LLC - Q3 License,Avila LLC,appointmentscheduled,70700.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507541017835,Nunez-Stephens - Q3 License,Nunez-Stephens,decisionmakerboughtin,20400.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507583584471,"Gray, Hall and Murray - Q3 License","Gray, Hall and Murray",qualifiedtobuy,27600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507565884657,Johnson Ltd - Q3 License,Johnson Ltd,decisionmakerboughtin,10600.0,1,0,0.48,2.4,9.0,8.0,2.4,hubspot
507500555472,Mendez-Mayer - Q3 License,Mendez-Mayer,qualifiedtobuy,9700.0,1,0,0.48,6.1,9.0,8.0,6.1,hubspot
507560565960,Allen Inc - Q3 License,Allen Inc,contractsent,18600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507532218555,Wheeler Group - Q3 License,Wheeler Group,appointmentscheduled,68200.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507485993167,"Powers, Brennan and Sanchez - Q3 License","Powers, Brennan and Sanchez",presentationscheduled,8800.0,1,0,0.48,11.1,9.0,8.0,11.1,hubspot
507516806393,Morales and Sons - Q3 License,Morales and Sons,presentationscheduled,5000.0,1,0,0.48,15.7,8.0,7.0,15.7,hubspot
507549861074,"Robinson, Shields and Brown - Q3 License","Robinson, Shields and Brown",qualifiedtobuy,20700.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507511353590,"Holder, Young and Hendricks - Q3 License","Holder, Young and Hendricks",decisionmakerboughtin,46200.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507502231764,"Boyd, Gutierrez and Hill - Q3 License","Boyd, Gutierrez and Hill",decisionmakerboughtin,21400.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507500555491,"Fry, Hobbs and Buck - Q3 License","Fry, Hobbs and Buck",presentationscheduled,74800.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507473277174,"Shelton, Peters and Williams - Q3 License","Shelton, Peters and Williams",qualifiedtobuy,6700.0,1,0,0.48,20.8,8.0,7.0,20.8,hubspot
507507797239,David-Powers - Q3 License,David-Powers,qualifiedtobuy,21800.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507541018838,"Flores, Butler and Hernandez - Q3 License","Flores, Butler and Hernandez",presentationscheduled,34600.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507560568016,White-Medina - Q3 License,White-Medina,qualifiedtobuy,42600.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507581879538,"Thomas, Ford and Brown - Q3 License","Thomas, Ford and Brown",qualifiedtobuy,30600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507581879542,Faulkner-Grant - Q3 License,Faulkner-Grant,qualifiedtobuy,5000.0,1,0,0.48,15.7,8.0,7.0,15.7,hubspot
507447513304,Rivera Inc - Q3 License,Rivera Inc,qualifiedtobuy,17600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507581880515,"Calderon, Williams and Bennett - Q3 License","Calderon, Williams and Bennett",contractsent,13600.0,1,0,0.48,3.1,9.0,8.0,3.1,hubspot
507447513307,"Morrison, Russo and Lopez - Q3 License","Morrison, Russo and Lopez",decisionmakerboughtin,31200.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507509597378,"Ramsey, Hansen and Mendoza - Q3 License","Ramsey, Hansen and Mendoza",qualifiedtobuy,42500.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507547977950,Giles Ltd - Q3 License,Giles Ltd,appointmentscheduled,34100.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507549862102,Dominguez Ltd - Q3 License,Dominguez Ltd,presentationscheduled,25200.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507500556495,Sanders and Sons - Q3 License,Sanders and Sons,qualifiedtobuy,48400.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507476909287,"Morris, Campbell and Owens - Q3 License","Morris, Campbell and Owens",presentationscheduled,33700.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507583587545,"Howard, Green and Hunt - Q3 License","Howard, Green and Hunt",contractsent,18600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507535735000,Owens-Lang - Q3 License,Owens-Lang,appointmentscheduled,35600.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507514903784,Edwards-Williams - Q3 License,Edwards-Williams,presentationscheduled,5800.0,1,0,0.48,21.8,8.0,7.0,21.8,hubspot
507491305676,Figueroa Inc - Q3 License,Figueroa Inc,qualifiedtobuy,75200.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507604330740,Tran-Silva - Q3 License,Tran-Silva,appointmentscheduled,22700.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507562409159,"Butler, Hernandez and Rivera - Q3 License","Butler, Hernandez and Rivera",presentationscheduled,41800.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507549862119,Hudson-Sanchez - Q3 License,Hudson-Sanchez,presentationscheduled,77500.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507549862120,"Pena, Cohen and Scott - Q3 License","Pena, Cohen and Scott",presentationscheduled,9900.0,1,0,0.48,3.4,9.0,8.0,3.4,hubspot
507578307788,Levy-May - Q3 License,Levy-May,contractsent,16900.0,1,0,0.48,3.5,8.0,7.0,3.5,hubspot
507473278195,Murray-Oconnor - Q3 License,Murray-Oconnor,presentationscheduled,23600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507520271600,White-Preston - Q3 License,White-Preston,decisionmakerboughtin,119100.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507544434901,Landry Ltd - Q3 License,Landry Ltd,appointmentscheduled,19100.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507578307799,Duran Group - Q3 License,Duran Group,qualifiedtobuy,35000.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507476910276,Kirby and Sons - Q3 License,Kirby and Sons,qualifiedtobuy,11400.0,1,0,0.48,3.4,8.0,7.0,3.4,hubspot
507502232793,Mann Inc - Q3 License,Mann Inc,decisionmakerboughtin,21700.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507476910279,Williamson Ltd - Q3 License,Williamson Ltd,appointmentscheduled,22800.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507509598410,"Durham, Hopkins and Smith - Q3 License","Durham, Hopkins and Smith",appointmentscheduled,27600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507560569077,Nichols-Mitchell - Q3 License,Nichols-Mitchell,qualifiedtobuy,8900.0,1,0,0.48,11.1,9.0,8.0,11.1,hubspot
507509598416,"Li, Craig and Drake - Q3 License","Li, Craig and Drake",contractsent,38500.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507604331726,Rodriguez Inc - Q3 License,Rodriguez Inc,presentationscheduled,121000.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507535735032,Adams-Sanders - Q3 License,Adams-Sanders,appointmentscheduled,35600.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507555168443,Chung-Stevens - Q3 License,Chung-Stevens,appointmentscheduled,51700.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507578307820,Branch and Sons - Q3 License,Branch and Sons,decisionmakerboughtin,10800.0,1,0,0.48,2.4,8.0,7.0,2.4,hubspot
507580078295,"Frey, Santos and Johnson - Q3 License","Frey, Santos and Johnson",presentationscheduled,35000.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507509598428,Gray-Tran - Q3 License,Gray-Tran,qualifiedtobuy,109700.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507572936892,Walsh Ltd - Q3 License,Walsh Ltd,decisionmakerboughtin,16500.0,1,0,0.48,3.5,8.0,7.0,3.5,hubspot
507504043251,Lewis Ltd - Q3 License,Lewis Ltd,appointmentscheduled,35900.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507572936895,"Alvarez, Williams and Jones - Q3 License","Alvarez, Williams and Jones",appointmentscheduled,24400.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507487781113,Lam-Elliott - Q3 License,Lam-Elliott,decisionmakerboughtin,77700.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507528694005,Ali PLC - Q3 License,Ali PLC,qualifiedtobuy,6200.0,1,0,0.48,22.8,8.0,7.0,22.8,hubspot
507452903614,Goodwin Ltd - Q3 License,Goodwin Ltd,qualifiedtobuy,12200.0,1,0,0.48,2.5,8.0,7.0,2.5,hubspot
507578308818,"Allen, Davenport and Price - Q3 License","Allen, Davenport and Price",appointmentscheduled,38100.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507487782081,"Rivera, Campos and Taylor - Q3 License","Rivera, Campos and Taylor",qualifiedtobuy,28400.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507504044223,"Ramsey, Mason and Mccann - Q3 License","Ramsey, Mason and Mccann",presentationscheduled,78800.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507516810444,Peterson PLC - Q3 License,Peterson PLC,decisionmakerboughtin,6200.0,1,0,0.48,22.8,8.0,7.0,22.8,hubspot
507578308832,Bowers-Hayes - Q3 License,Bowers-Hayes,qualifiedtobuy,6900.0,1,0,0.48,14.8,8.0,7.0,14.8,hubspot
507504044231,Kelly Group - Q3 License,Kelly Group,decisionmakerboughtin,54600.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507485999336,Lopez-Willis - Q3 License,Lopez-Willis,decisionmakerboughtin,27600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507485999341,Miller-Montgomery - Q3 License,Miller-Montgomery,presentationscheduled,41600.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507565886703,Marquez Inc - Q3 License,Marquez Inc,decisionmakerboughtin,14900.0,1,0,0.48,3.9,8.0,7.0,3.9,hubspot
507535736041,Moore-Dawson - Q3 License,Moore-Dawson,qualifiedtobuy,82700.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507514906815,"Moore, Price and Ward - Q3 License","Moore, Price and Ward",appointmentscheduled,68400.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507500558574,Ward-Nelson - Q3 License,Ward-Nelson,appointmentscheduled,47400.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507585245395,Hawkins-Hunt - Q3 License,Hawkins-Hunt,qualifiedtobuy,26800.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507447515359,Johnson LLC - Q3 License,Johnson LLC,presentationscheduled,47300.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507475154156,"James, Taylor and Turner - Q3 License","James, Taylor and Turner",presentationscheduled,16600.0,1,0,0.48,3.5,8.0,7.0,3.5,hubspot
507562413242,Thomas-Jackson - Q3 License,Thomas-Jackson,qualifiedtobuy,39700.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507491306712,Fisher-Washington - Q3 License,Fisher-Washington,appointmentscheduled,10600.0,1,0,0.48,2.4,9.0,8.0,2.4,hubspot
507560572152,Ward and Sons - Q3 License,Ward and Sons,appointmentscheduled,47000.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507487782135,"Weber, Wheeler and Gonzalez - Q3 License","Weber, Wheeler and Gonzalez",decisionmakerboughtin,42600.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507578309871,Cook-Oliver - Q3 License,Cook-Oliver,appointmentscheduled,11700.0,1,0,0.48,3.4,8.0,7.0,3.4,hubspot
507507804397,Alexander-Jordan - Q3 License,Alexander-Jordan,appointmentscheduled,23700.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507487783111,"Harris, Edwards and Oconnell - Q3 License","Harris, Edwards and Oconnell",qualifiedtobuy,11300.0,1,0,0.48,3.4,8.0,7.0,3.4,hubspot
507549866172,Diaz-Frederick - Q3 License,Diaz-Frederick,presentationscheduled,16200.0,1,0,0.48,3.5,8.0,7.0,3.5,hubspot
507476911333,Vargas PLC - Q3 License,Vargas PLC,contractsent,68800.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507452903666,Maldonado PLC - Q3 License,Maldonado PLC,presentationscheduled,111800.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507562413291,Benton Group - Q3 License,Benton Group,decisionmakerboughtin,20200.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507486000365,"Clark, Salinas and Guerra - Q3 License","Clark, Salinas and Guerra",presentationscheduled,18200.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507514906846,Fuentes Group - Q3 License,Fuentes Group,appointmentscheduled,44000.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507494952136,"Porter, Schultz and Allen - Q3 License","Porter, Schultz and Allen",presentationscheduled,22300.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507458378948,"Moore, Henderson and Bennett - Q3 License","Moore, Henderson and Bennett",presentationscheduled,26600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507475155162,"Barnes, Johnson and Schmitt - Q3 License","Barnes, Johnson and Schmitt",contractsent,85400.0,1,0,0.48,3.8,9.0,8.0,3.8,hubspot
507585246448,"Woodard, Herrera and Little - Q3 License","Woodard, Herrera and Little",appointmentscheduled,31500.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507583592655,"Ortega, Jackson and Salazar - Q3 License","Ortega, Jackson and Salazar",presentationscheduled,27700.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507551549666,Garcia and Sons - Q3 License,Garcia and Sons,appointmentscheduled,98300.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
